[2023-11-15 21:04:13,833] - INFO - MQTT - mqtt client start
[2023-11-15 21:11:32,880] - INFO - MQTT - mqtt client start
[2023-11-15 21:15:06,381] - INFO - MQTT - mqtt client start
[2023-11-15 21:26:05,597] - INFO - MQTT - mqtt client start
[2023-11-15 21:31:00,311] - INFO - MQTT - mqtt client start
[2023-11-15 21:34:30,747] - INFO - MQTT - mqtt client start
[2023-11-15 21:34:37,236] - INFO - MQTT - connected OK Returned code 0
[2023-11-15 21:34:37,236] - INFO - MQTT - subscribe: [('Fish/video/002001001/get', 0), ('Monitor/status/002001001/get', 0), ('Fish/control/002001001/require', 0), ('Fish/control/002001001/stop', 0), ('Fish/control/002001001/led', 0), ('Fish/control/002001001/motion', 0), ('Fish/control/002001001/mode', 0)]
[2023-11-15 21:41:16,541] - INFO - MQTT - mqtt client start
[2023-11-15 21:42:09,444] - INFO - MQTT - mqtt client start
[2023-11-15 21:42:16,359] - INFO - MQTT - connected OK Returned code 0
[2023-11-15 21:42:16,359] - INFO - MQTT - subscribe: [('Fish/video/002001001/get', 0), ('Monitor/status/002001001/get', 0), ('Fish/control/002001001/require', 0), ('Fish/control/002001001/stop', 0), ('Fish/control/002001001/led', 0), ('Fish/control/002001001/motion', 0), ('Fish/control/002001001/mode', 0)]
[2023-11-15 21:42:28,954] - INFO - MQTT - recieved msg from Fish/control/002001001/led
[2023-11-15 21:42:29,160] - INFO - MQTT - recieved msg from Fish/control/002001001/motion
[2023-11-15 21:42:29,161] - INFO - MQTT - recieved msg from Fish/control/002001001/mode
[2023-11-15 21:44:25,537] - INFO - MQTT - mqtt client start
[2023-11-15 21:44:26,033] - INFO - MQTT - connected OK Returned code 0
[2023-11-15 21:44:26,033] - INFO - MQTT - subscribe: [('Fish/video/002001001/get', 0), ('Monitor/status/002001001/get', 0), ('Fish/control/002001001/require', 0), ('Fish/control/002001001/stop', 0), ('Fish/control/002001001/led', 0), ('Fish/control/002001001/motion', 0), ('Fish/control/002001001/mode', 0)]
[2023-11-15 21:44:46,163] - INFO - MQTT - recieved msg from Fish/control/002001001/led
[2023-11-15 21:44:46,572] - INFO - MQTT - recieved msg from Fish/control/002001001/motion
[2023-11-15 21:44:46,573] - INFO - MQTT - recieved msg from Fish/control/002001001/mode
[2023-11-15 21:45:08,280] - INFO - MQTT - recieved msg from Fish/control/002001001/led
[2023-11-15 21:45:08,371] - INFO - MQTT - recieved msg from Fish/control/002001001/motion
[2023-11-15 21:45:08,371] - INFO - MQTT - recieved msg from Fish/control/002001001/mode
[2023-11-15 21:46:01,987] - INFO - MQTT - mqtt client start
[2023-11-15 21:46:21,897] - INFO - MQTT - mqtt client start
[2023-11-15 21:46:24,974] - INFO - MQTT - connected OK Returned code 0
[2023-11-15 21:46:24,974] - INFO - MQTT - subscribe: [('Fish/video/002001001/get', 0), ('Monitor/status/002001001/get', 0), ('Fish/control/002001001/require', 0), ('Fish/control/002001001/stop', 0), ('Fish/control/002001001/led', 0), ('Fish/control/002001001/motion', 0), ('Fish/control/002001001/mode', 0)]
